description,label
ไม่มีเส้นชะลอความเร็ว #ทางม้าลาย,"('ถนน', 'ทางม้าลาย')"
รบกวนด้วยค่ะ ไฟถนนไม่ติดเป็นอาทิตย์แล้วค่า กลางคืนมากมากค่ะ นาคนิวาส 27 เสาตรงข้ามแยก 6 ค่ะ,"('ไฟฟ้า', 'ไฟส่องสว่าง')"
สวัสดีค่ะ  1) ปัญหาต้นไม้พันสายไฟ,ต้นไม้
ฟุตบาธทางเท้าบริเวณใต้สะพานลอย ซอยรามคำแหง 178 หน้าหมู่บ้านเบญจรงค์ชำรุดมานานมาก คนเดินตอนกลางคืนหกล้มไปหลายรายแล้วค่ะ ทางก็ไม่เท่ากันสูงต่ำ อันตรายมากๆกับคนแก่และเด็ก แจ้งเรื่องไปทางกทม ตั้งแต่เดือน กพ 65 มีแต่แจ้งว่ารับเรื่องแต่ไม่มีใครแก้ไขค่ะ รบกวนด้วยนะคะ,"('ทางเท้า', 'ทางเท้าชำรุด')"
ร้านขายมอเตอร์ไซค์ใช้ทางเท้าหน้าร้านแสดงสินค้า,"('ทางเท้า', 'หาบเร่แผงลอย')"
ทางคนข้ามถึงจะมีสัญญาณแต่ตรงจุดนี้เป็นยูเทรินทำให้คนที่เดินออกมาจากทางด้านหน้าหรือหลังรถ แต่รถที่จะจอดให้ไม่สามารถมองเห็นได้ชัดเจนว่ามีคนหรือไม่,จราจร
บริเวณหลังบิ๊กซี รัชดาภิเษกมีรถเข็นขายของจำนวนมากตั้งบนพื้นผิวจราจร ทำให้ผู้เดินสัญจรต้องเสี่ยงต่อการถูกรถเฉี่ยวชน เนื่องจากต้องเลี่ยงมาเดินเกือบจะกลางถนน นอกจากนี้รถเข็นเหล่านี้ยังทำให้พื้นถนนสกปรก ท่อระบายน้ำตัน เพราะมีขยะจากร้านค้าเต็มไปหมด และช่วงกลางคืนรถจะติดมากด้วย เพราะถนนหายไปเกือบ 1 เลน,"('ถนน', 'ท่อระบายน้ำบนถนน')"
เสียงดังมากๆตอนตี 3 ตื่นกันทั้งคอนโด,เสียง
รบกวนสอบถามเรื่องที่แจ้งใว้จะดำเนินการเมื่อไรครับ กลิ่นเหม็นมาก เสียสุขภาพ,มลภาวะทางอากาศ
แจ้งเรื่องสัญญาณไฟสำหรับข้ามถนนเสียค่ะ ที่ปากซอยลาดปลาเค้า 33,"('ถนน', 'ทางม้าลาย')"
ฝาท่อปิดไม่มิดชิด,"('ทางเท้า', 'ท่อระบายน้ำบนทางเท้า')"
พื้นฟุตบาธชำรุด,"('ทางเท้า', 'ทางเท้าชำรุด')"
